uid,first_name,last_name,years_of_experience,uid
3060,fp1709,lp1709,5,1077
3061,fp1710,lp1710,6,1092
3062,fp1711,lp1711,7,679
3063,fp1712,lp1712,8,691
3064,fp1713,lp1713,9,925
3065,fp1714,lp1714,10,823
3066,fp1715,lp1715,11,728
3067,fp1716,lp1716,1,1079
3068,fp1717,lp1717,2,752
3069,fp1718,lp1718,3,1108
3070,fp1719,lp1719,4,884
3071,fp1720,lp1720,5,1058
3072,fp1721,lp1721,6,1019
3073,fp1722,lp1722,7,933
3074,fp1723,lp1723,8,1267
3075,fp1724,lp1724,9,713
3076,fp1725,lp1725,10,1087
3077,fp1726,lp1726,11,1285
3078,fp1727,lp1727,1,1204
3079,fp1728,lp1728,2,1307
3080,fp1729,lp1729,3,1091
3081,fp1730,lp1730,4,1266
3082,fp1731,lp1731,5,940
3083,fp1732,lp1732,6,1301
3084,fp1733,lp1733,7,1269
3085,fp1734,lp1734,8,1074
3086,fp1735,lp1735,9,976
3087,fp1736,lp1736,10,1240
3088,fp1737,lp1737,11,1022
3089,fp1738,lp1738,1,1078
3090,fp1739,lp1739,2,1282
3091,fp1740,lp1740,3,1341
3092,fp1741,lp1741,4,1291
3093,fp1742,lp1742,5,1210
3094,fp1743,lp1743,6,1003
3095,fp1744,lp1744,7,1246
3096,fp1745,lp1745,8,851
3097,fp1746,lp1746,9,1064
3098,fp1747,lp1747,10,767
3099,fp1748,lp1748,11,764
3100,fp1749,lp1749,1,1177
3101,fp1750,lp1750,2,1176
3102,fp1751,lp1751,3,1065
3103,fp1752,lp1752,4,950
3104,fp1753,lp1753,5,912
3105,fp1754,lp1754,6,939
3106,fp1755,lp1755,7,836
3107,fp1756,lp1756,8,908
3108,fp1757,lp1757,9,924
3109,fp1758,lp1758,10,1185
3110,fp1759,lp1759,11,1033
3111,fp1760,lp1760,1,860
3112,fp1761,lp1761,2,709
3113,fp1762,lp1762,3,1077
3114,fp1763,lp1763,4,1281
3115,fp1764,lp1764,5,838
3116,fp1765,lp1765,6,1126
3117,fp1766,lp1766,7,966
3118,fp1767,lp1767,8,992
3119,fp1768,lp1768,9,1300
3120,fp1769,lp1769,10,1277
3121,fp1770,lp1770,11,1324
3122,fp1771,lp1771,1,839
3123,fp1772,lp1772,2,952
3124,fp1773,lp1773,3,750
3125,fp1774,lp1774,4,768
3126,fp1775,lp1775,5,1112
3127,fp1776,lp1776,6,1053
3128,fp1777,lp1777,7,763
3129,fp1778,lp1778,8,1312
3130,fp1779,lp1779,9,829
3131,fp1780,lp1780,10,681
3132,fp1781,lp1781,11,878
3133,fp1782,lp1782,1,796
3134,fp1783,lp1783,2,1091
3135,fp1784,lp1784,3,875
3136,fp1785,lp1785,4,698
3137,fp1786,lp1786,5,1121
3138,fp1787,lp1787,6,695
3139,fp1788,lp1788,7,849
3140,fp1789,lp1789,8,1030
3141,fp1790,lp1790,9,869
3142,fp1791,lp1791,10,740
3143,fp1792,lp1792,11,892
3144,fp1793,lp1793,1,799
3145,fp1794,lp1794,2,819
3146,fp1795,lp1795,3,1120
3147,fp1796,lp1796,4,1124
3148,fp1797,lp1797,5,1260
3149,fp1798,lp1798,6,746
3150,fp1799,lp1799,7,811
3151,fp1800,lp1800,8,1018
3152,fp1801,lp1801,9,1026
3153,fp1802,lp1802,10,1135
3154,fp1803,lp1803,11,835
3155,fp1804,lp1804,1,1338
3156,fp1805,lp1805,2,1069
3157,fp1806,lp1806,3,973
3158,fp1807,lp1807,4,803
3159,fp1808,lp1808,5,940
3160,fp1809,lp1809,6,1013
3161,fp1810,lp1810,7,784
3162,fp1811,lp1811,8,1155
3163,fp1812,lp1812,9,1011
3164,fp1813,lp1813,10,1022
3165,fp1814,lp1814,11,1109
3166,fp1815,lp1815,1,1015
3167,fp1816,lp1816,2,715
3168,fp1817,lp1817,3,1079
3169,fp1818,lp1818,4,1233
3170,fp1819,lp1819,5,887
3171,fp1820,lp1820,6,975
3172,fp1821,lp1821,7,1042
3173,fp1822,lp1822,8,1068
3174,fp1823,lp1823,9,1069
3175,fp1824,lp1824,10,680
3176,fp1825,lp1825,11,1074
3177,fp1826,lp1826,1,1295
3178,fp1827,lp1827,2,1226
3179,fp1828,lp1828,3,874
3180,fp1829,lp1829,4,1219
3181,fp1830,lp1830,5,1064
3182,fp1831,lp1831,6,729
3183,fp1832,lp1832,7,1212
3184,fp1833,lp1833,8,676
3185,fp1834,lp1834,9,1177
3186,fp1835,lp1835,10,1107
3187,fp1836,lp1836,11,942
3188,fp1837,lp1837,1,796
3189,fp1838,lp1838,2,1327
3190,fp1839,lp1839,3,803
3191,fp1840,lp1840,4,1005
3192,fp1841,lp1841,5,993
3193,fp1842,lp1842,6,989
3194,fp1843,lp1843,7,1142
3195,fp1844,lp1844,8,1025
3196,fp1845,lp1845,9,745
3197,fp1846,lp1846,10,755
3198,fp1847,lp1847,11,748
3199,fp1848,lp1848,1,927
3200,fp1849,lp1849,2,1324
3201,fp1850,lp1850,3,1054
3202,fp1851,lp1851,4,1106
3203,fp1852,lp1852,5,681
3204,fp1853,lp1853,6,695
3205,fp1854,lp1854,7,963
3206,fp1855,lp1855,8,854
3207,fp1856,lp1856,9,1231
3208,fp1857,lp1857,10,1246
3209,fp1858,lp1858,11,1023
3210,fp1859,lp1859,1,986
3211,fp1860,lp1860,2,1139
3212,fp1861,lp1861,3,1052
3213,fp1862,lp1862,4,1222
3214,fp1863,lp1863,5,1107
3215,fp1864,lp1864,6,906
3216,fp1865,lp1865,7,1329
3217,fp1866,lp1866,8,1230
3218,fp1867,lp1867,9,893
3219,fp1868,lp1868,10,1018
3220,fp1869,lp1869,11,763
3221,fp1870,lp1870,1,844
3222,fp1871,lp1871,2,689
3223,fp1872,lp1872,3,1235
3224,fp1873,lp1873,4,978
3225,fp1874,lp1874,5,965
3226,fp1875,lp1875,6,757
3227,fp1876,lp1876,7,927
3228,fp1877,lp1877,8,992
3229,fp1878,lp1878,9,867
3230,fp1879,lp1879,10,733
3231,fp1880,lp1880,11,930
3232,fp1881,lp1881,1,842
3233,fp1882,lp1882,2,1198
3234,fp1883,lp1883,3,769
3235,fp1884,lp1884,4,1261
3236,fp1885,lp1885,5,928
3237,fp1886,lp1886,6,1127
3238,fp1887,lp1887,7,756
3239,fp1888,lp1888,8,1247
3240,fp1889,lp1889,9,1238
3241,fp1890,lp1890,10,1315
3242,fp1891,lp1891,11,1207
3243,fp1892,lp1892,1,1033
3244,fp1893,lp1893,2,1028
3245,fp1894,lp1894,3,1336
3246,fp1895,lp1895,4,1104
3247,fp1896,lp1896,5,1289
3248,fp1897,lp1897,6,1090
3249,fp1898,lp1898,7,1208
3250,fp1899,lp1899,8,1313
3251,fp1900,lp1900,9,809
3252,fp1901,lp1901,10,1175
3253,fp1902,lp1902,11,784
3254,fp1903,lp1903,1,1337
3255,fp1904,lp1904,2,1206
3256,fp1905,lp1905,3,868
3257,fp1906,lp1906,4,730
3258,fp1907,lp1907,5,1318
3259,fp1908,lp1908,6,1222
3260,fp1909,lp1909,7,859
3261,fp1910,lp1910,8,1164
3262,fp1911,lp1911,9,1324
3263,fp1912,lp1912,10,1057
3264,fp1913,lp1913,11,837
3265,fp1914,lp1914,1,1138
3266,fp1915,lp1915,2,1123
3267,fp1916,lp1916,3,1240
3268,fp1917,lp1917,4,755
3269,fp1918,lp1918,5,981
3270,fp1919,lp1919,6,780
3271,fp1920,lp1920,7,875
3272,fp1921,lp1921,8,680
3273,fp1922,lp1922,9,1253
3274,fp1923,lp1923,10,726
3275,fp1924,lp1924,11,1074
3276,fp1925,lp1925,1,892
3277,fp1926,lp1926,2,1073
3278,fp1927,lp1927,3,1005
3279,fp1928,lp1928,4,1183
3280,fp1929,lp1929,5,1176
3281,fp1930,lp1930,6,1043
3282,fp1931,lp1931,7,940
3283,fp1932,lp1932,8,835
3284,fp1933,lp1933,9,1222
3285,fp1934,lp1934,10,681
3286,fp1935,lp1935,11,1299
3287,fp1936,lp1936,1,1287
3288,fp1937,lp1937,2,1331
3289,fp1938,lp1938,3,1239
3290,fp1939,lp1939,4,1134
3291,fp1940,lp1940,5,718
3292,fp1941,lp1941,6,1219
3293,fp1942,lp1942,7,991
3294,fp1943,lp1943,8,1128
3295,fp1944,lp1944,9,787
3296,fp1945,lp1945,10,912
3297,fp1946,lp1946,11,1018
3298,fp1947,lp1947,1,1178
3299,fp1948,lp1948,2,1094
3300,fp1949,lp1949,3,1230
3301,fp1950,lp1950,4,1092
3302,fp1951,lp1951,5,964
3303,fp1952,lp1952,6,1154
3304,fp1953,lp1953,7,1160
3305,fp1954,lp1954,8,957
3306,fp1955,lp1955,9,806
3307,fp1956,lp1956,10,1242
3308,fp1957,lp1957,11,1307
3309,fp1958,lp1958,1,807
3310,fp1959,lp1959,2,901
3311,fp1960,lp1960,3,1272
3312,fp1961,lp1961,4,1025
3313,fp1962,lp1962,5,910
3314,fp1963,lp1963,6,1144
3315,fp1964,lp1964,7,1280
3316,fp1965,lp1965,8,860
3317,fp1966,lp1966,9,713
3318,fp1967,lp1967,10,781
3319,fp1968,lp1968,11,966
3320,fp1969,lp1969,1,1035
3321,fp1970,lp1970,2,1006
3322,fp1971,lp1971,3,1340
3323,fp1972,lp1972,4,1107
3324,fp1973,lp1973,5,877
3325,fp1974,lp1974,6,1175
3326,fp1975,lp1975,7,1345
3327,fp1976,lp1976,8,729
3328,fp1977,lp1977,9,818
3329,fp1978,lp1978,10,782
3330,fp1979,lp1979,11,1016
3331,fp1980,lp1980,1,1184
3332,fp1981,lp1981,2,771
3333,fp1982,lp1982,3,822
3334,fp1983,lp1983,4,955
3335,fp1984,lp1984,5,1238
3336,fp1985,lp1985,6,931
3337,fp1986,lp1986,7,859
3338,fp1987,lp1987,8,773
3339,fp1988,lp1988,9,1232
3340,fp1989,lp1989,10,1037
3341,fp1990,lp1990,11,883
3342,fp1991,lp1991,1,1157
3343,fp1992,lp1992,2,1188
3344,fp1993,lp1993,3,866
3345,fp1994,lp1994,4,1159
3346,fp1995,lp1995,5,1209
3347,fp1996,lp1996,6,968
3348,fp1997,lp1997,7,1277
3349,fp1998,lp1998,8,1043
3350,fp1999,lp1999,9,1314
